Ticker,Category,Holding_Period,TOM_Return,Baseline_Return,Difference,TOM_WinRate,Baseline_WinRate,Num_Trades,P_Value,Year_End_Effect,Golden_Week_Effect
EWJ,Japan_Sectors,2,0.0013931077831101433,0.0018388820971707337,-0.0004457743140605904,0.5388888888888889,0.5444444444444444,180,0.8070117753074035,0.0039879524302217535,0.006162493705065093
EWJ,Japan_Sectors,3,0.0005497833730933726,0.0016486395912335794,-0.001098856218140207,0.5,0.5722222222222222,180,0.6216739507298494,0.0039879524302217535,0.006162493705065093
EWJ,Japan_Sectors,5,0.0015517031099220899,0.002849284269616977,-0.001297581159694887,0.5722222222222222,0.5388888888888889,180,0.6179994083067326,0.0039879524302217535,0.006162493705065093
7203.T,Major_Japanese_Stocks,1,0.001393144899967303,0.0012083390964689844,0.00018480580349831857,0.48333333333333334,0.4777777777777778,180,0.9228405269615442,0.0012300179513862386,0.0035998608121721046
7203.T,Major_Japanese_Stocks,2,0.002048722102928823,0.0007794562637664053,0.0012692658391624174,0.5055555555555555,0.49444444444444446,180,0.6421293042188195,0.0012300179513862386,0.0035998608121721046
7203.T,Major_Japanese_Stocks,3,0.0006452556591644604,0.002836748578121009,-0.0021914929189565486,0.49444444444444446,0.5444444444444444,180,0.5737823863598746,0.0012300179513862386,0.0035998608121721046
7203.T,Major_Japanese_Stocks,5,0.0033720296338507864,0.0009978122603187325,0.002374217373532054,0.5444444444444444,0.55,180,0.5959734173413538,0.0012300179513862386,0.0035998608121721046
6758.T,Major_Japanese_Stocks,1,0.000897344755460046,0.002825565423385931,-0.0019282206679258848,0.5166666666666667,0.5277777777777778,180,0.4530969405770078,-0.004525875838857133,0.007288000642951766
6758.T,Major_Japanese_Stocks,2,0.002463031833077598,0.009185304458526604,-0.0067222726254490064,0.5222222222222223,0.6111111111111112,180,0.05073527899393503,-0.004525875838857133,0.007288000642951766
6758.T,Major_Japanese_Stocks,3,0.000805763666844254,0.00441072611242624,-0.0036049624455819864,0.4777777777777778,0.5388888888888889,180,0.40673773606430697,-0.004525875838857133,0.007288000642951766
6758.T,Major_Japanese_Stocks,5,0.0059151419108156465,0.006721182472365326,-0.0008060405615496792,0.55,0.5722222222222222,180,0.8881036027888303,-0.004525875838857133,0.007288000642951766
9984.T,Major_Japanese_Stocks,1,0.0015442233079598908,0.0009435443160076423,0.0006006789919522485,0.5611111111111111,0.46111111111111114,180,0.8043443902488411,0.0009254523999535013,0.010363809652230709
9984.T,Major_Japanese_Stocks,2,0.002010560049186393,0.0013703674397972298,0.0006401926093891632,0.48333333333333334,0.5444444444444444,180,0.8573042592435837,0.0009254523999535013,0.010363809652230709
9984.T,Major_Japanese_Stocks,3,0.0023423280458165457,0.006182613943403315,-0.003840285897586769,0.5444444444444444,0.6,180,0.44052877547765623,0.0009254523999535013,0.010363809652230709
9984.T,Major_Japanese_Stocks,5,0.005595521333438476,0.012865644901972553,-0.007270123568534077,0.5388888888888889,0.5555555555555556,180,0.2518737743730902,0.0009254523999535013,0.010363809652230709
8035.T,Major_Japanese_Stocks,1,0.001721319836306848,0.001559134888512446,0.0001621849477944021,0.5222222222222223,0.5333333333333333,180,0.9562470537176244,0.002977975420028393,0.009185032460800843
8035.T,Major_Japanese_Stocks,2,0.0025076607431901723,0.00616855967119363,-0.0036608989280034576,0.48333333333333334,0.5777777777777777,180,0.3269861018280318,0.002977975420028393,0.009185032460800843
8035.T,Major_Japanese_Stocks,3,0.0009661484900136644,0.0017568693735167463,-0.0007907208835030819,0.5,0.5055555555555555,180,0.8797339960594582,0.002977975420028393,0.009185032460800843
8035.T,Major_Japanese_Stocks,5,0.003177950892438822,0.0059652205369382805,-0.0027872696444994583,0.4888888888888889,0.5277777777777778,180,0.6703207927856599,0.002977975420028393,0.009185032460800843
6861.T,Major_Japanese_Stocks,1,0.0015523160289856249,0.00014040698735972332,0.0014119090416259015,0.5666666666666667,0.49444444444444446,180,0.4995479867988749,-0.002088221339672422,0.005904019015918286
6861.T,Major_Japanese_Stocks,2,0.002481868614282099,0.002964420103543732,-0.00048255148926163284,0.55,0.5611111111111111,180,0.8636301322362856,-0.002088221339672422,0.005904019015918286
6861.T,Major_Japanese_Stocks,3,0.0010112105401032605,0.0034701780198165633,-0.0024589674797133028,0.5277777777777778,0.5722222222222222,180,0.5051257253444323,-0.002088221339672422,0.005904019015918286
6861.T,Major_Japanese_Stocks,5,0.0010853125730916448,0.005863474158531905,-0.00477816158544026,0.49444444444444446,0.5722222222222222,180,0.29438702275859413,-0.002088221339672422,0.005904019015918286
4568.T,Major_Japanese_Stocks,1,0.0006212227876382097,0.0033819027986064,-0.0027606800109681905,0.5055555555555555,0.5222222222222223,180,0.23710682277437656,0.00029219486226253895,0.0016644739152795
4568.T,Major_Japanese_Stocks,2,-0.00020669756639133397,0.005531360205192075,-0.005738057771583409,0.4888888888888889,0.55,180,0.08464758247712631,0.00029219486226253895,0.0016644739152795
4568.T,Major_Japanese_Stocks,3,-0.0017793860195213984,0.00047693867054325275,-0.002256324690064651,0.46111111111111114,0.5111111111111111,180,0.5842654369686446,0.00029219486226253895,0.0016644739152795
4568.T,Major_Japanese_Stocks,5,-0.0018044458590016903,-0.0006450107006920585,-0.0011594351583096318,0.4444444444444444,0.5,180,0.8137804899869734,0.00029219486226253895,0.0016644739152795
9433.T,Major_Japanese_Stocks,1,0.0006500851097050362,-0.00199786581714892,0.002647950926853956,0.5833333333333334,0.4722222222222222,180,0.15158664006330125,0.007632364961155625,-0.008412178320333759
9433.T,Major_Japanese_Stocks,2,0.00017010561883310963,0.001028278900306731,-0.0008581732814736214,0.5444444444444444,0.5111111111111111,180,0.7145144327420321,0.007632364961155625,-0.008412178320333759
9433.T,Major_Japanese_Stocks,3,0.0015977515534654106,-0.0006144285611493306,0.002212180114614741,0.5222222222222223,0.49444444444444446,180,0.4361738595844241,0.007632364961155625,-0.008412178320333759
9433.T,Major_Japanese_Stocks,5,0.0029404940069106965,-0.0013001413500659503,0.004240635356976647,0.5444444444444444,0.5333333333333333,180,0.25529996160926816,0.007632364961155625,-0.008412178320333759
8306.T,Major_Japanese_Stocks,1,0.0032477277051188845,0.0008342972125738813,0.0024134304925450033,0.5722222222222222,0.4666666666666667,180,0.2058475976507609,0.0015094593903225077,0.0048938554804984135
8306.T,Major_Japanese_Stocks,2,0.0036593822578955986,0.002046526723015062,0.0016128555348805368,0.5277777777777778,0.5055555555555555,180,0.5722100068311893,0.0015094593903225077,0.0048938554804984135
8306.T,Major_Japanese_Stocks,3,0.0006939450989984074,0.0021917671106990357,-0.0014978220117006283,0.5,0.5611111111111111,180,0.7164843491472844,0.0015094593903225077,0.0048938554804984135
8306.T,Major_Japanese_Stocks,5,0.00340331504563558,0.0034107253701678958,-7.410324532315746e-06,0.5555555555555556,0.5555555555555556,180,0.9987874091644153,0.0015094593903225077,0.0048938554804984135
9432.T,Major_Japanese_Stocks,1,0.0013970812929239415,-0.0005746748209101608,0.001971756113834102,0.5611111111111111,0.48333333333333334,180,0.23628156816423654,0.010890693459235554,0.0012096088743105094
9432.T,Major_Japanese_Stocks,2,0.0020063660421312454,0.0014755037852686587,0.0005308622568625868,0.5722222222222222,0.5166666666666667,180,0.783650744812388,0.010890693459235554,0.0012096088743105094
9432.T,Major_Japanese_Stocks,3,0.0029276960121532715,0.0008346738060221132,0.002093022206131158,0.5555555555555556,0.4722222222222222,180,0.3914578389865365,0.010890693459235554,0.0012096088743105094
9432.T,Major_Japanese_Stocks,5,0.005945225788864751,0.0016659472539767748,0.004279278534887976,0.5666666666666667,0.5277777777777778,180,0.16561315581960492,0.010890693459235554,0.0012096088743105094
7974.T,Major_Japanese_Stocks,1,-0.00012039612057051209,-0.0010435769992481032,0.0009231808786775911,0.5277777777777778,0.5,180,0.6995115140734802,-0.0063046359429701805,-0.003382259119267504
7974.T,Major_Japanese_Stocks,2,-0.000892903720254163,0.0038128261302245144,-0.004705729850478678,0.45555555555555555,0.5555555555555556,180,0.11018262197857376,-0.0063046359429701805,-0.003382259119267504
7974.T,Major_Japanese_Stocks,3,-0.0014936285640608444,0.005265875756824877,-0.006759504320885721,0.48333333333333334,0.5722222222222222,180,0.12072063295244728,-0.0063046359429701805,-0.003382259119267504
7974.T,Major_Japanese_Stocks,5,0.003167344541305417,0.006166400165519765,-0.002999055624214348,0.5555555555555556,0.5277777777777778,180,0.5817861125021344,-0.0063046359429701805,-0.003382259119267504
